FileName,VoiceVote,VoiceLevel,FaceVote,FaceLevel,MultiModalVote,MultiModalLevel,is_correct,filecode
1048_WSI_HAP_XX,N,81,H,53.55,H,51.11,0.0,H
1048_WSI_SAD_XX,S,43.8,N,66,N,61.71,1.0,S
1048_WSI_ANG_XX,A,62.12,A,63.5,A,63.12,1.0,A
1048_WSI_FEA_XX,N,30.5,F,46.22,F,62.25,0.0,F
1048_WSI_DIS_XX,D,53.5,D,66.14,D,65.57,1.0,D
1049_IEO_NEU_XX,N,67.86,N,65.44,N,94.22,1.0,N
1049_IEO_HAP_LO,N,47,H,77.89,H,77.5,0.0,H
1049_IEO_HAP_MD,H,78.62,H,84.86,H,90.88,1.0,H
1049_IEO_HAP_HI,A:H:N,43.5:35.5:47.5,H,76.9,H,88.3,0.0,H
1049_IEO_SAD_LO,N,70.2,N,78.6,N:S,75.25:47.75,0.0,S
1049_IEO_SAD_MD,S,60.8,N,65.17,N,83.5,1.0,S
1049_IEO_SAD_HI,N,43.4,S,59,F:S,58.25:64.75,0.0,S
1049_IEO_ANG_LO,N,61.67,H:N,72:66,N,74.67,0.0,A
1049_IEO_ANG_MD,A,71.12,H,68.78,A,38.83,1.0,A
1049_IEO_ANG_HI,A,76,A,70.67,A,68.3,1.0,A
1049_IEO_FEA_LO,N,76.6,N,67,N,62.14,0.0,F
1049_IEO_FEA_MD,D,51.33,F,82.5,F,66.2,0.0,F
1049_IEO_FEA_HI,F,65,F,69.14,F,82.56,1.0,F
1049_IEO_DIS_LO,D,44.14,D,69.88,D,57.14,1.0,D
1049_IEO_DIS_MD,H,57.83,S,84,D,74.67,0.0,D
1049_IEO_DIS_HI,N,63.57,D,70.88,D,67.57,0.0,D
1049_TIE_NEU_XX,N,70.4,N,70.4,N,79.9,1.0,N
1049_TIE_HAP_XX,H,51.17,H,79.1,H,89.2,1.0,H
1049_TIE_SAD_XX,N:S,59:30,N,72.8,N,76,0.0,S
1049_TIE_ANG_XX,A,75.62,A,58.25,A,78.25,1.0,A
1049_TIE_FEA_XX,N,63.6,F,46.83,F,44.5,0.0,F
1049_TIE_DIS_XX,N,51,S,57.4,D:N,72.33:62.33,0.0,D
1049_IOM_NEU_XX,N,72.12,H,36.83,N,65.25,1.0,N
1049_IOM_HAP_XX,H:N,74.00:61.67,H,82.86,H,72.91,0.0,H
1049_IOM_SAD_XX,N,57.14,N,88,N,62.17,0.0,S
1049_IOM_ANG_XX,A:D,77.0:63.5,A,60,A,71.33,0.0,A
1049_IOM_FEA_XX,F,46.6,S,49.33,F,46.25,1.0,F
1049_IOM_DIS_XX,N,78.25,F,60,D,47.4,0.0,D
1049_IWW_NEU_XX,N,82.5,N,80.43,N,79.43,1.0,N
1049_IWW_HAP_XX,H,66,H,82.11,H,71.2,1.0,H
1049_IWW_SAD_XX,F,50.5,N,71,F,56.5,0.0,S
1049_IWW_ANG_XX,A:F,68.5:63.5,A,72.5,A,66.2,0.0,A
1049_IWW_FEA_XX,F,54.6,D,56.25,F,63.1,1.0,F
1049_IWW_DIS_XX,S,66,S,78.2,D,70.6,0.0,D
1049_TAI_NEU_XX,N,69.78,N,65.22,N,56.1,1.0,N
1049_TAI_HAP_XX,F,43.2,H,79.1,H,77.22,0.0,H
1049_TAI_SAD_XX,N,52.71,N,63.83,N,74.75,0.0,S
1049_TAI_ANG_XX,A,71.5,A,73.6,A,67.8,1.0,A
1049_TAI_FEA_XX,F,53.83,F,70.25,F,73,1.0,F
1049_TAI_DIS_XX,D,62.29,D,75.2,D,78.62,1.0,D
1049_MTI_NEU_XX,N,78.38,N,79.38,N,77.38,1.0,N
1049_MTI_HAP_XX,H,61.25,H,88.11,H,70.1,1.0,H
1049_MTI_SAD_XX,N,60.5,N,53.25,N,61.33,0.0,S
1049_MTI_ANG_XX,A:D,64.33:91.33,A,69.5,A,59,0.0,A
1049_MTI_FEA_XX,S,46,F,75.33,F,59.12,0.0,F
1049_MTI_DIS_XX,A:D,44.33:61.33,A:D,45.0:60.6,D,72.2,0.0,D
1049_IWL_NEU_XX,N,63.33,N,71.11,N,69.62,1.0,N
1049_IWL_HAP_XX,H,74.75,H,76.71,H,86.4,1.0,H
1049_IWL_SAD_XX,N,83.29,N,70.14,N,75.14,0.0,S
1049_IWL_ANG_XX,A:H,54.67:34.00,D,55.2,A,70.25,0.0,A
1049_IWL_FEA_XX,S,43.17,F,71.4,F:S,65.6:56.6,0.0,F
1049_IWL_DIS_XX,A,56.33,F,70.75,D:S,56.67:78.33,0.0,D
1049_ITH_NEU_XX,N:S,39.00:40.67,N,66,N,77.11,0.0,N
1049_ITH_HAP_XX,H,64.8,H,78,H,86.86,1.0,H
1049_ITH_SAD_XX,S,60.43,N:S,50.4:51.0,F,37.83,1.0,S
1049_ITH_ANG_XX,F,72.8,A,64,A,71.17,0.0,A
1049_ITH_FEA_XX,F:S,59.00:64.25,F,71.22,F,73.22,0.0,F
1049_ITH_DIS_XX,F,45.5,F:S,73.4:65.0,F,66.8,0.0,D
1049_DFA_NEU_XX,N,85.5,N,63,N,68.88,1.0,N
1049_DFA_HAP_XX,H,61.17,H,89.5,H,76.89,1.0,H
1049_DFA_SAD_XX,N,63.4,F:S,58.67:60.67,N,75,0.0,S
1049_DFA_ANG_XX,A,52.71,A,81.14,A,65.22,1.0,A
1049_DFA_FEA_XX,S,59.4,F,65,F,64.38,0.0,F
1049_DFA_DIS_XX,N,43.67,F,30.75,D,41,0.0,D
1049_ITS_NEU_XX,N,65,N,62.89,N,75.12,1.0,N
1049_ITS_HAP_XX,H,81.56,H,82.11,H,86.3,1.0,H
1049_ITS_SAD_XX,F,37.6,N,66.8,N,83.33,0.0,S
1049_ITS_ANG_XX,N,58.29,A,38,A,55.25,0.0,A
1049_ITS_FEA_XX,F,78.25,F,49.2,S,48.17,1.0,F
1049_ITS_DIS_XX,S,66.75,D,66,F,62,0.0,D
1049_TSI_NEU_XX,N,41.5,N,58.62,N,65.67,1.0,N
1049_TSI_HAP_XX,F,82.5,H,88,H,85,0.0,H
1049_TSI_SAD_XX,N,58,N,60,N,71.4,0.0,S
1049_TSI_ANG_XX,F,65,A,70.5,A,53.83,0.0,A
1049_TSI_FEA_XX,F:N,53.33:84.67,F:S,59:48,F,39.29,0.0,F
1049_TSI_DIS_XX,A,62.67,D,72,D,64.71,0.0,D
1049_WSI_NEU_XX,N,73.86,N,73.83,N,65.5,1.0,N
1049_WSI_HAP_XX,H,68.43,H,86.8,H,78.56,1.0,H
1049_WSI_SAD_XX,N,75.86,N,72,N,81,0.0,S
1049_WSI_ANG_XX,A,65.43,A,70.12,A,78.89,1.0,A
1049_WSI_FEA_XX,S,48.2,S,71.57,F,68.2,0.0,F
1049_WSI_DIS_XX,D,58.25,D,92,D:S,67.00:70.67,1.0,D
1050_IEO_NEU_XX,N,67,H:N,58.5:55.5,N,72.89,1.0,N
1050_IEO_HAP_LO,N,65,H,69.71,H,69.5,0.0,H
1050_IEO_HAP_MD,D,74.75,H,83,H,77.5,0.0,H
1050_IEO_HAP_HI,A,87,H,91.11,H,77.56,0.0,H
1050_IEO_SAD_LO,N,71.62,H:N,47.2:73.4,N,74,0.0,S
1050_IEO_SAD_MD,N,50.78,N,71.5,N,77.57,0.0,S
1050_IEO_SAD_HI,N,65.75,N,66,N,65.17,0.0,S
1050_IEO_ANG_LO,A,53.75,A,52.75,A,73.67,1.0,A
1050_IEO_ANG_MD,A,64.88,A,67.2,A:D,67.50:63.75,1.0,A
1050_IEO_ANG_HI,A,87.86,A,91.5,A,85,1.0,A
1050_IEO_FEA_LO,F,38.25,F,41.6,F,71.12,1.0,F
1050_IEO_FEA_MD,F,58.75,F,57.17,F,67,1.0,F
1050_IEO_FEA_HI,A,96,A,87,F,81.14,0.0,F
1050_IEO_DIS_LO,D:N,61.00:60.67,A,51.4,D,61,0.0,D
1050_IEO_DIS_MD,D,56.5,H,61.5,D,61.5,1.0,D
1050_IEO_DIS_HI,N,63.6,H,43,H:N,64.8:70.0,0.0,D
1050_TIE_NEU_XX,N,64.6,D,44.67,N,60,1.0,N
1050_TIE_HAP_XX,N,63.57,H,79.5,H,68.33,0.0,H
1050_TIE_SAD_XX,N,62.71,H,55.75,N,70,0.0,S
1050_TIE_ANG_XX,A,79.44,A,80.56,A,76.5,1.0,A
1050_TIE_FEA_XX,N,65.2,D,54.75,F:N,36.67:66.67,0.0,F
1050_TIE_DIS_XX,D,48.4,D,55.67,D,49.75,1.0,D
1050_IOM_NEU_XX,N,54.88,N,78.8,N,72.67,1.0,N
1050_IOM_HAP_XX,N,77.17,H,57.83,H,30.83,0.0,H
1050_IOM_SAD_XX,N,43,N,73.4,N,55.67,0.0,S
1050_IOM_ANG_XX,A,66.17,A,50.89,A,77.33,1.0,A
1050_IOM_FEA_XX,A:S,24.5:48.0,N,70.62,N,53,0.0,F
1050_IOM_DIS_XX,N,80,D,42.17,A:D,57.25:71.75,0.0,D
1050_IWW_NEU_XX,N,62,N,71.33,F,53.5,1.0,N
1050_IWW_HAP_XX,D,36.67,H,75.6,H,38.71,0.0,H
1050_IWW_SAD_XX,N,62,N,74,F,40.75,0.0,S
1050_IWW_ANG_XX,A:D,71.25:57.50,A,55.83,A,58.67,0.0,A
1050_IWW_FEA_XX,N,44.38,F,69.25,F,71,0.0,F
1050_IWW_DIS_XX,D,52.25,A,62.62,D,62,1.0,D
1050_TAI_NEU_XX,N,69.9,N,70,N,65.86,1.0,N
1050_TAI_HAP_XX,N,79.17,H,66.78,H,55.89,0.0,H
1050_TAI_SAD_XX,N,62.5,S,45,N,70.25,0.0,S
1050_TAI_ANG_XX,A,84.38,A,89.62,A,84.6,1.0,A
1050_TAI_FEA_XX,F,61.4,A,67.75,F,61.43,1.0,F
1050_TAI_DIS_XX,N,59,D,63.17,D,56.2,0.0,D
1050_MTI_NEU_XX,N,67.38,D,77.75,N,85.67,1.0,N
1050_MTI_HAP_XX,N,76.62,H,49.29,H:N,42.8:54.4,0.0,H
1050_MTI_SAD_XX,N,53.12,N,66.5,S,56.4,0.0,S
1050_MTI_ANG_XX,A,87.78,A,84.3,A,81.75,1.0,A
1050_MTI_FEA_XX,F,72.71,A,77,A,47.75,1.0,F
1050_MTI_DIS_XX,D,62,A,64.62,A,38.4,1.0,D
1050_IWL_NEU_XX,N,62.71,N,64.2,H:N,58.00:72.75,1.0,N
1050_IWL_HAP_XX,D:N,48.67:51.67,H,72.12,H,56.88,0.0,H
1050_IWL_SAD_XX,N,60.2,N,55.8,N,51.25,0.0,S
1050_IWL_ANG_XX,A,89.1,A,76.9,A,88.6,1.0,A
1050_IWL_FEA_XX,F,69,F,68.43,F,62.4,1.0,F
1050_IWL_DIS_XX,A,51,A,77.67,A,78.4,0.0,D
1050_ITH_NEU_XX,N,77,N,59.83,N,86.2,1.0,N
1050_ITH_HAP_XX,N,62.43,H,79.89,H,47.29,0.0,H
1050_ITH_SAD_XX,N,55.8,N,72.4,S,55,0.0,S
1050_ITH_ANG_XX,A,87.25,A,88,A,87.12,1.0,A
1050_ITH_FEA_XX,F,57,F,51.83,F,64,1.0,F
1050_ITH_DIS_XX,N,56.75,A:D:H,66.00:67.33:42.00,D,59.8,0.0,D
1050_DFA_NEU_XX,N,76.4,D:N,49:44,N,75.5,1.0,N
1050_DFA_HAP_XX,D:N,53.67:48.67,H,79.5,H,63.38,0.0,H
1050_DFA_SAD_XX,N,55.14,A:N,52.00:81.67,F:N,44.25:71.75,0.0,S
1050_DFA_ANG_XX,A,84.12,A,81.75,A,83.56,1.0,A
1050_DFA_FEA_XX,F:N,51.0:68.5,D:F,67.00:35.67,F,55.56,0.0,F
1050_DFA_DIS_XX,A,62.4,D,54.75,A:D,40.0:63.5,0.0,D
1050_ITS_NEU_XX,N,59.8,N,79.5,N,76.25,1.0,N
1050_ITS_HAP_XX,H,43.25,H,86.5,H,84.78,1.0,H
1050_ITS_SAD_XX,N,44.2,N,77.4,D,44,0.0,S
1050_ITS_ANG_XX,A,83.11,A,87.8,A,82.5,1.0,A
1050_ITS_FEA_XX,N,51.2,F,59.8,F,84.12,0.0,F
1050_ITS_DIS_XX,F,71,A:D,73.33:77.00,D,74.89,0.0,D
1050_TSI_NEU_XX,N,64.62,D,56.75,N,75.33,1.0,N
1050_TSI_HAP_XX,N,64.25,H,80.9,H,60.44,0.0,H
1050_TSI_SAD_XX,N,44.43,N,51.25,N,55.5,0.0,S
1050_TSI_ANG_XX,A,80.88,A,81,A,81,1.0,A
1050_TSI_FEA_XX,S,75,F,70.89,F,74.44,0.0,F
1050_TSI_DIS_XX,D,74.33,A,64.67,A:D,54.5:41.5,1.0,D
1050_WSI_NEU_XX,N,69.67,N,52.25,N,65.33,1.0,N
1050_WSI_HAP_XX,A,49.8,H,86.78,H,86.14,0.0,H
1050_WSI_SAD_XX,N,55,A,40,F,57.8,0.0,S
1050_WSI_ANG_XX,A,81.89,A,94.33,A,90.14,1.0,A
1050_WSI_FEA_XX,F,73.67,F,74.4,F,71.38,1.0,F
1050_WSI_DIS_XX,D,63.4,D,66.33,A:D,53.4:74.0,1.0,D
1051_IEO_NEU_XX,N,66.45,N,68.56,N,76.83,1.0,N
1051_IEO_HAP_LO,N,74.7,H,67.56,H,63.78,0.0,H
1051_IEO_HAP_MD,N,73,H,74.25,H,58.64,0.0,H
1051_IEO_HAP_HI,N,57.5,H,80,H,74.88,0.0,H
1051_IEO_SAD_LO,N,61.5,D:N,39.33:64.00,D:N,22.0:66.5,0.0,S
1051_IEO_SAD_MD,N,40.67,N,62.57,N,74,0.0,S
1051_IEO_SAD_HI,N,62,S,57.8,S,63,0.0,S
1051_IEO_ANG_LO,D,28.67,A,46.75,D,73.33,0.0,A
1051_IEO_ANG_MD,A,44,A,45.71,A,69,1.0,A
1051_IEO_ANG_HI,A,61.8,A,83.3,A,92.71,1.0,A
1051_IEO_FEA_LO,N,55.2,N,79,N,65,0.0,F
1051_IEO_FEA_MD,N,50.83,N,66,A,32.25,0.0,F
1051_IEO_FEA_HI,N,60,F:N,78.33:69.00,F,47.4,0.0,F
1051_IEO_DIS_LO,N,67.75,N,63.4,N,56.75,0.0,D
1051_IEO_DIS_MD,N,58.64,D,59.71,D,52.6,0.0,D
1051_IEO_DIS_HI,D,43.83,S,65.8,D,71,1.0,D
1051_TIE_NEU_XX,N,76.4,N,75.78,N,64.25,1.0,N
1051_TIE_HAP_XX,N,69.86,H,76.22,H,67.75,0.0,H
1051_TIE_SAD_XX,N,76.4,N,65.29,N,56.86,0.0,S
1051_TIE_ANG_XX,A,35.4,A,71.4,A,63.43,1.0,A
1051_TIE_FEA_XX,F,54.33,F,61.29,F,59.38,1.0,F
1051_TIE_DIS_XX,D,61,S,81.33,D,57,1.0,D
1051_IOM_NEU_XX,N,57.83,N,64.12,N,65,1.0,N
1051_IOM_HAP_XX,N,64.78,H,62.6,H,67.8,0.0,H
1051_IOM_SAD_XX,N,52,N,61.67,S,59.2,0.0,S
1051_IOM_ANG_XX,A,53.57,A,59.62,A,59.75,1.0,A
1051_IOM_FEA_XX,N,77.8,F,64.75,F,60.8,0.0,F
1051_IOM_DIS_XX,N,54.43,F,72.5,D,66.33,0.0,D
1051_IWW_NEU_XX,N,80.25,N,62.1,N,71.43,1.0,N
1051_IWW_HAP_XX,F,43,H,62.8,H,63.89,0.0,H
1051_IWW_SAD_XX,F,51.2,N,67.67,N,57.25,0.0,S
1051_IWW_ANG_XX,D:F,69.33:37.67,A,57.5,A,75.17,0.0,A
1051_IWW_FEA_XX,F,80,A,51,F,65,1.0,F
1051_IWW_DIS_XX,F,45.67,D,54.75,F,44.4,0.0,D
1051_TAI_NEU_XX,N,69.38,N,76.62,N,80.78,1.0,N
1051_TAI_HAP_XX,N,63,H,56.8,H,54.5,0.0,H
1051_TAI_SAD_XX,S,46.75,N,59.75,S,46.17,1.0,S
1051_TAI_ANG_XX,A,57.88,A,70,A,81.75,1.0,A
1051_TAI_FEA_XX,F,43,F,63.4,F,55.5,1.0,F
1051_TAI_DIS_XX,D:N,43.4:66.2,S,62,D:F,56.25:38.00,0.0,D
1051_MTI_NEU_XX,N,88.22,N,61.8,N,69.33,1.0,N
1051_MTI_HAP_XX,H:N,57.33:82.00,H,65.89,H,59.3,0.0,H
1051_MTI_SAD_XX,N,65.25,N,53.25,S,46.2,0.0,S
1051_MTI_ANG_XX,A,52.25,A,73.33,A,67.25,1.0,A
1051_MTI_FEA_XX,F,43.86,F,66.25,F,47,1.0,F
1051_MTI_DIS_XX,N:S,43.33:53.33,D,60.14,D,33.5,0.0,D
1051_IWL_NEU_XX,N,80.9,N,80,N,68.11,1.0,N
1051_IWL_HAP_XX,N,79.17,H,65.2,H,68,0.0,H
1051_IWL_SAD_XX,N,78.5,N,72.2,N,62.14,0.0,S
1051_IWL_ANG_XX,A:N,46:65,A,65.43,A,75.5,0.0,A
1051_IWL_FEA_XX,N,58.33,F,50.6,F,46.2,0.0,F
1051_IWL_DIS_XX,N,81.83,D,64.25,D,57.6,0.0,D
1051_ITH_NEU_XX,N,70.67,N,81.9,N,65.62,1.0,N
1051_ITH_HAP_XX,N,60.44,H,76.11,H,65.8,0.0,H
1051_ITH_SAD_XX,N,72.4,N,78,N,64,0.0,S
1051_ITH_ANG_XX,D,46.75,A,49.22,A,62.86,0.0,A
1051_ITH_FEA_XX,N,64,N,65.2,F,55.38,0.0,F
1051_ITH_DIS_XX,N,60.6,F,76,D,40.33,0.0,D
1051_DFA_NEU_XX,N,60.2,N,62.29,N,73,1.0,N
1051_DFA_HAP_XX,N,69.71,H,70.38,H,70,0.0,H
1051_DFA_SAD_XX,N,72.12,N,80.17,N,66.78,0.0,S
1051_DFA_ANG_XX,A,27.5,A,62.67,A,51.4,1.0,A
1051_DFA_FEA_XX,N,67.6,A,71,F:N,59.67:55.00,0.0,F
1051_DFA_DIS_XX,N,56.75,D,67.43,D,72.2,0.0,D
1051_ITS_NEU_XX,S,55.33,N,84,N,65,0.0,N
1051_ITS_HAP_XX,N,61.88,H,73,H,51.14,0.0,H
1051_ITS_SAD_XX,N,52.4,N,61.6,N,70.75,0.0,S
1051_ITS_ANG_XX,N,65.88,A,49.33,A:D,42.6:59.0,0.0,A
1051_ITS_FEA_XX,F,45,F,38,F,54.2,1.0,F
1051_ITS_DIS_XX,N,70.75,D,72.67,D,52,0.0,D
1051_TSI_NEU_XX,N,74.86,N,65.8,N,68.7,1.0,N
1051_TSI_HAP_XX,N,68,H,73.75,H,54.89,0.0,H
1051_TSI_SAD_XX,N,55.6,N,66.14,N,74.5,0.0,S
1051_TSI_ANG_XX,F,52.67,A,74.56,A,51.71,0.0,A
1051_TSI_FEA_XX,F,62.33,A,71.62,F,67.78,1.0,F
1051_TSI_DIS_XX,D:N,60.00:55.75,D,56.78,D,43,0.0,D
1051_WSI_NEU_XX,N,82.25,N,74.83,N,77.25,1.0,N
1051_WSI_HAP_XX,N,68.75,H,65.67,H,58.89,0.0,H
1051_WSI_SAD_XX,N,68,N,72.25,N,63.5,0.0,S
1051_WSI_ANG_XX,N,62.5,A,67.55,A,47.78,0.0,A
1051_WSI_FEA_XX,N,62.57,A:F,57.6:57.4,D,65.33,0.0,F
1051_WSI_DIS_XX,N,76.4,D,63.5,D,51.2,0.0,D
1052_IEO_NEU_XX,N,77,N,84,N,85.5,1.0,N
1052_IEO_HAP_LO,N,48.12,H,79.11,H,76.5,0.0,H
1052_IEO_HAP_MD,N,57.71,H,76.33,H,78.27,0.0,H
1052_IEO_HAP_HI,H,49.25,H,76.7,H,91.27,1.0,H
1052_IEO_SAD_LO,N,71.6,N,65.62,N,69.4,0.0,S
1052_IEO_SAD_MD,N,62.43,N,67.75,N,69.78,0.0,S
1052_IEO_SAD_HI,N,56.8,N,61.75,F,54.4,0.0,S
1052_IEO_ANG_LO,A,56.4,N,73.17,A,45.4,1.0,A
1052_IEO_ANG_MD,A,59.75,A,63.33,A,79.56,1.0,A
1052_IEO_ANG_HI,A,81.11,A,80.22,A,77.33,1.0,A
1052_IEO_FEA_LO,N,72.44,S,55.75,N:S,90.33:64.67,0.0,F
1052_IEO_FEA_MD,N,64.33,F,55.71,F:N:S,52.67:53.00:65.67,0.0,F
1052_IEO_FEA_HI,F,81.9,F,67.11,F,71.11,1.0,F
1052_IEO_DIS_LO,N,70.67,D,78.33,D,36.8,0.0,D
1052_IEO_DIS_MD,N,74.29,D,71.71,D,50,0.0,D
1052_IEO_DIS_HI,N,84.14,D,61,D,50.8,0.0,D
1052_TIE_NEU_XX,N,65.2,N,73.75,N,79.5,1.0,N
1052_TIE_HAP_XX,N,55,H,74.56,H,73,0.0,H
1052_TIE_SAD_XX,N:S,63.75:62.50,N,67.67,N,74.5,0.0,S
1052_TIE_ANG_XX,A,88.22,A,78.67,A,73.4,1.0,A
1052_TIE_FEA_XX,F,57.5,F,75.25,F,76.11,1.0,F
1052_TIE_DIS_XX,A,48,D:N,43.33:40.00,D,81,0.0,D
1052_IOM_NEU_XX,N,74.6,N,79.44,N,70.88,1.0,N
1052_IOM_HAP_XX,H:N,55:48,H,80.22,H,66.33,0.0,H
1052_IOM_SAD_XX,N,67.67,N,65.5,N,61.5,0.0,S
1052_IOM_ANG_XX,A,48.57,A,65.86,A,70,1.0,A
1052_IOM_FEA_XX,N,65.5,A,64.5,F,59,0.0,F
1052_IOM_DIS_XX,N,65,D,55.5,D,47.17,0.0,D
1052_IWW_NEU_XX,N,60.2,N,85.5,N,73.2,1.0,N
1052_IWW_HAP_XX,F,41.5,H,67.7,H,57.62,0.0,H
1052_IWW_SAD_XX,F,63.17,N,61.25,N,75.17,0.0,S
1052_IWW_ANG_XX,A,74.67,A,42,A,64.11,1.0,A
1052_IWW_FEA_XX,F,39.75,F,47.17,F,49.9,1.0,F
1052_IWW_DIS_XX,D,63.8,D,62.57,D,52.33,1.0,D
1052_TAI_NEU_XX,N,74.62,N,73.78,N,78.75,1.0,N
1052_TAI_HAP_XX,F,79.86,H,90.11,H,89.9,0.0,H
1052_TAI_SAD_XX,N,74.86,D:F,39.33:62.33,N,68.8,0.0,S
1052_TAI_ANG_XX,A,62.88,A,67.33,A,73.22,1.0,A
1052_TAI_FEA_XX,F,52.14,F,50.67,F,65.22,1.0,F
1052_TAI_DIS_XX,N,47.43,D,68.5,D,67,0.0,D
1052_MTI_NEU_XX,N,51,N,71.38,N:S,68.25:45.50,1.0,N
1052_MTI_HAP_XX,H,32.25,H,53.56,H,62.12,1.0,H
1052_MTI_SAD_XX,N,54,F,44,N,34,0.0,S
1052_MTI_ANG_XX,A,76,A,86.57,A,76.88,1.0,A
1052_MTI_FEA_XX,F,55,F,69.83,F,65.71,1.0,F
1052_MTI_DIS_XX,D,66,A,63,A,70,1.0,D
1052_IWL_NEU_XX,N,77,N,79,N,79,1.0,N
1052_IWL_HAP_XX,N,56.17,H,80.89,H,67.75,0.0,H
1052_IWL_SAD_XX,N,65,N,61.17,N,75.2,0.0,S
1052_IWL_ANG_XX,A:D,50.33:83.67,A,46.2,A,71.12,0.0,A
1052_IWL_FEA_XX,N,40.33,A,69.25,A:F,56:65,0.0,F
1052_IWL_DIS_XX,N,85,D:F,44.67:58.67,D,55.67,0.0,D
1052_ITH_NEU_XX,N,76.71,N,47.67,N,79.33,1.0,N
1052_ITH_HAP_XX,N,69.5,H,81.11,H,73,0.0,H
1052_ITH_SAD_XX,N,65.29,F,54.33,F,60,0.0,S
1052_ITH_ANG_XX,A,72.44,A,73.14,A,61.57,1.0,A
1052_ITH_FEA_XX,F:N,69.0:83.5,F,59.5,N,69.6,0.0,F
1052_ITH_DIS_XX,F:S,40.33:53.00,F,50.8,D,71.67,0.0,D
1052_DFA_NEU_XX,N,70.57,N:S,64.25:54.25,N,69.3,1.0,N
1052_DFA_HAP_XX,N,66.6,H,86.2,H,63.78,0.0,H
1052_DFA_SAD_XX,S,62,S,28.75,N,65.67,1.0,S
1052_DFA_ANG_XX,A,84,A,73.67,A,84.89,1.0,A
1052_DFA_FEA_XX,F,45.25,F,52.5,F,64.71,1.0,F
1052_DFA_DIS_XX,N,42,A,68.57,D,80.8,0.0,D
1052_ITS_NEU_XX,N,66.62,N,70.89,N,87.6,1.0,N
1052_ITS_HAP_XX,H,73.2,H,77.89,H,68.44,1.0,H
1052_ITS_SAD_XX,F:S,51.67:62.00,F,50.4,F,52.25,0.0,S
1052_ITS_ANG_XX,A,48.17,A,70.83,A,69.29,1.0,A
1052_ITS_FEA_XX,F,47.6,F,75.57,F,65.67,1.0,F
1052_ITS_DIS_XX,N,63.33,A,59.57,D,74.83,0.0,D
1052_TSI_NEU_XX,N,54.12,N,61.12,N,78.25,1.0,N
1052_TSI_HAP_XX,N,65.25,H,86.3,H,61.12,0.0,H
1052_TSI_SAD_XX,N,65.33,N,72.57,N,74.6,0.0,S
1052_TSI_ANG_XX,F,61.8,A,75.11,A,74.88,0.0,A
1052_TSI_FEA_XX,F,58.67,F,73.57,F,60.62,1.0,F
1052_TSI_DIS_XX,N,64.5,D,59,D,77.5,0.0,D
1052_WSI_NEU_XX,N,36.33,N,71.86,N,62.83,1.0,N
1052_WSI_HAP_XX,D:H:N,40.5:42.0:38.5,H,73.62,H,59.5,0.0,H
1052_WSI_SAD_XX,N,59.2,N,80.57,N,70.2,0.0,S
1052_WSI_ANG_XX,D,64.17,A,69,A,73.57,0.0,A
1052_WSI_FEA_XX,F,50.4,F,79.75,F,56.71,1.0,F
1052_WSI_DIS_XX,N,69.83,A,55.71,D,66.5,0.0,D
1053_IEO_NEU_XX,N,69.86,N,72,N,76.57,1.0,N
1053_IEO_HAP_LO,N,69.17,H,66.67,H,76.88,0.0,H
1053_IEO_HAP_MD,N,62.25,H,81.75,H,75.1,0.0,H
1053_IEO_HAP_HI,F,61.29,H,84.7,H,84.3,0.0,H
1053_IEO_SAD_LO,N,54.62,S,66,S,54.33,0.0,S
1053_IEO_SAD_MD,N,81.71,N,80.5,N,82.5,0.0,S
1053_IEO_SAD_HI,N,59.89,S,70.71,S,52.57,0.0,S
1053_IEO_ANG_LO,N,74.56,N,78.44,N,75.44,0.0,A
1053_IEO_ANG_MD,A,32.2,A,40.67,D,39.2,1.0,A
1053_IEO_ANG_HI,A,93.11,A,86,A,88.33,1.0,A
1053_IEO_FEA_LO,N,70,F,56.2,S,41.6,0.0,F
1053_IEO_FEA_MD,N,72.14,F:S,59.00:66.75,S,42,0.0,F
1053_IEO_FEA_HI,F,55.83,F,75.86,F,67.38,1.0,F
1053_IEO_DIS_LO,N,65.17,D,72.29,D,60.2,0.0,D
1053_IEO_DIS_MD,D,51.44,D,72.5,D,76.29,1.0,D
1053_IEO_DIS_HI,F,63.14,S,86.78,S,79.5,0.0,D
1053_TIE_NEU_XX,N,73,N,64.88,N,52.3,1.0,N
1053_TIE_HAP_XX,N,79.5,H,88.88,H,90.11,0.0,H
1053_TIE_SAD_XX,S,52.83,S,60.5,S,65.12,1.0,S
1053_TIE_ANG_XX,A,68.71,A,75.12,A,74.33,1.0,A
1053_TIE_FEA_XX,D:F,44.33:18.67,F,75.12,F,67.83,0.0,F
1053_TIE_DIS_XX,N,63.89,D,74,D,52,0.0,D
1053_IOM_NEU_XX,N,68.56,N,42.57,N,71.67,1.0,N
1053_IOM_HAP_XX,H,52.62,H,82.44,H,66.62,1.0,H
1053_IOM_SAD_XX,N,95.75,S,62.2,S,63.57,0.0,S
1053_IOM_ANG_XX,A,47.09,A,50.88,A,81.86,1.0,A
1053_IOM_FEA_XX,F:N:S,67.5:67.0:18.0,F,60.86,F,65.89,0.0,F
1053_IOM_DIS_XX,N,58.5,D:S,81.25:67.50,D,70.22,0.0,D
1053_IWW_NEU_XX,N,62.25,N,69.5,N,81.83,1.0,N
1053_IWW_HAP_XX,H,58.25,H,86.29,H,70.56,1.0,H
